#                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                 accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------       -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
XP_037509155.1       -          msaprobs_alignment_4742434 -                  0 1138.7   9.3  2.2e-185  627.2   0.3   2.5   3   0   0   3   3   2   2 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Rhipicephalus sanguineus]
XP_026880781.2       -          msaprobs_alignment_4742434 -                  0 1104.4  22.8  1.7e-166  564.8   2.1   2.9   2   2   1   4   4   2   2 LOW QUALITY PROTEIN: chitin synthase 1 [Electrophorus electricus]
XP_034494449.1       -          msaprobs_alignment_4742434 -           5.9e-142  483.7   4.6    8e-140  476.7   4.6   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X9 [Ailuropoda melanoleuca]
XP_034494451.1       -          msaprobs_alignment_4742434 -           5.9e-142  483.7   4.6    8e-140  476.7   4.6   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X9 [Ailuropoda melanoleuca]
XP_028595725.1       -          msaprobs_alignment_4742434 -           5.9e-142  483.7   9.9  1.7e-140  478.9   9.9   2.8   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Podarcis muralis]
XP_041417114.1       -          msaprobs_alignment_4742434 -             7e-142  483.5   5.4    2e-138  472.1   5.4   3.2   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Xenopus laevis]
XP_025282441.1       -          msaprobs_alignment_4742434 -           7.6e-142  483.4   4.4    1e-139  476.3   4.4   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Canis lupus dingo]
XP_025282442.1       -          msaprobs_alignment_4742434 -           7.6e-142  483.4   4.4    1e-139  476.3   4.4   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Canis lupus dingo]
XP_038385497.1       -          msaprobs_alignment_4742434 -           7.6e-142  483.4   4.4    1e-139  476.3   4.4   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Canis lupus familiaris]
XP_038385498.1       -          msaprobs_alignment_4742434 -           7.6e-142  483.4   4.4    1e-139  476.3   4.4   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Canis lupus familiaris]
XP_038523147.1       -          msaprobs_alignment_4742434 -           7.6e-142  483.4   4.4    1e-139  476.3   4.4   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Canis lupus familiaris]
XP_038523149.1       -          msaprobs_alignment_4742434 -           7.6e-142  483.4   4.4    1e-139  476.3   4.4   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Canis lupus familiaris]
XP_041625826.1       -          msaprobs_alignment_4742434 -           7.6e-142  483.4   4.4    1e-139  476.3   4.4   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Vulpes lagopus]
XP_041625827.1       -          msaprobs_alignment_4742434 -           7.6e-142  483.4   4.4    1e-139  476.3   4.4   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Vulpes lagopus]
XP_034378111.1       -          msaprobs_alignment_4742434 -           7.9e-142  483.3   5.3  6.5e-140  477.0   5.3   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Arvicanthis niloticus]
XP_034378112.1       -          msaprobs_alignment_4742434 -           7.9e-142  483.3   5.3  6.5e-140  477.0   5.3   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Arvicanthis niloticus]
XP_041078353.1       -          msaprobs_alignment_4742434 -           7.9e-142  483.3  19.8  6.9e-139  473.6  19.8   3.1   1   1   0   1   1   1   1 hyaluronan synthase 3-like [Polyodon spathula]
XP_012597863.1       -          msaprobs_alignment_4742434 -           8.5e-142  483.2   3.3  1.2e-139  476.1   3.3   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X4 [Microcebus murinus]
XP_012597864.1       -          msaprobs_alignment_4742434 -           8.5e-142  483.2   3.3  1.2e-139  476.1   3.3   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X4 [Microcebus murinus]
XP_020138320.1       -          msaprobs_alignment_4742434 -           8.5e-142  483.2   3.3  1.2e-139  476.1   3.3   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X4 [Microcebus murinus]
XP_034494447.1       -          msaprobs_alignment_4742434 -           8.5e-142  483.2   5.1  9.9e-140  476.4   5.1   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X7 [Ailuropoda melanoleuca]
XP_019791181.1       -          msaprobs_alignment_4742434 -           8.6e-142  483.2   4.0  6.7e-140  476.9   4.0   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X6 [Tursiops truncatus]
XP_019791182.1       -          msaprobs_alignment_4742434 -           8.6e-142  483.2   4.0  6.7e-140  476.9   4.0   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X6 [Tursiops truncatus]
XP_032467744.1       -          msaprobs_alignment_4742434 -           8.6e-142  483.2   4.0  6.7e-140  476.9   4.0   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Phocoena sinus]
XP_032467745.1       -          msaprobs_alignment_4742434 -           8.6e-142  483.2   4.0  6.7e-140  476.9   4.0   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Phocoena sinus]
XP_033700673.1       -          msaprobs_alignment_4742434 -           8.6e-142  483.2   4.0  6.7e-140  476.9   4.0   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X6 [Tursiops truncatus]
NP_758822.1          -          msaprobs_alignment_4742434 -           9.2e-142  483.1   6.1  7.7e-140  476.7   6.1   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 [Rattus norvegicus]
XP_006255623.1       -          msaprobs_alignment_4742434 -           9.2e-142  483.1   6.1  7.7e-140  476.7   6.1   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Rattus norvegicus]
XP_032743273.1       -          msaprobs_alignment_4742434 -           9.2e-142  483.1   6.1  7.7e-140  476.7   6.1   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 [Rattus rattus]
XP_041123701.1       -          msaprobs_alignment_4742434 -           1.1e-141  482.9  19.2  8.1e-111  380.9  15.1   3.0   1   1   1   2   2   2   2 hyaluronan synthase 3-like [Polyodon spathula]
XP_030153538.1       -          msaprobs_alignment_4742434 -           1.1e-141  482.9   5.0  1.5e-139  475.8   5.0   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Lynx canadensis]
XP_043455454.1       -          msaprobs_alignment_4742434 -           1.1e-141  482.9   5.0  1.5e-139  475.8   5.0   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Prionailurus bengalensis]
XP_012597862.1       -          msaprobs_alignment_4742434 -           1.1e-141  482.9   3.6  1.6e-139  475.7   3.6   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X3 [Microcebus murinus]
XP_031150652.1       -          msaprobs_alignment_4742434 -           1.1e-141  482.8   3.5  1.3e-141  482.6   3.5   1.0   1   0   0   1   1   1   1 chitin synthase chs-2-like [Sander lucioperca]
XP_012597858.1       -          msaprobs_alignment_4742434 -           1.1e-141  482.8   3.5  1.6e-139  475.7   3.5   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Microcebus murinus]
XP_012597860.1       -          msaprobs_alignment_4742434 -           1.1e-141  482.8   3.5  1.6e-139  475.7   3.5   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Microcebus murinus]
XP_012597861.1       -          msaprobs_alignment_4742434 -           1.1e-141  482.8   3.5  1.6e-139  475.7   3.5   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X2 [Microcebus murinus]
XP_032086200.1       -          msaprobs_alignment_4742434 -           1.2e-141  482.8   8.6  3.5e-140  477.9   8.6   2.7   1   1   0   1   1   1   1 hyaluronan synthase 3 [Thamnophis elegans]
XP_031197167.1       -          msaprobs_alignment_4742434 -           1.2e-141  482.8   5.3  9.8e-140  476.4   5.3   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Mastomys coucha]
XP_031197168.1       -          msaprobs_alignment_4742434 -           1.2e-141  482.8   5.3  9.8e-140  476.4   5.3   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Mastomys coucha]
XP_031197169.1       -          msaprobs_alignment_4742434 -           1.2e-141  482.8   5.3  9.8e-140  476.4   5.3   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Mastomys coucha]
XP_029388214.1       -          msaprobs_alignment_4742434 -           1.2e-141  482.7   5.2    1e-139  476.4   5.2   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 [Mus pahari]
NP_001317977.1       -          msaprobs_alignment_4742434 -           1.2e-141  482.7   5.5    1e-139  476.3   5.5   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 [Mus musculus]
NP_032243.2          -          msaprobs_alignment_4742434 -           1.2e-141  482.7   5.5    1e-139  476.3   5.5   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 [Mus musculus]
XP_006530763.1       -          msaprobs_alignment_4742434 -           1.2e-141  482.7   5.5    1e-139  476.3   5.5   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Mus musculus]
XP_006530764.1       -          msaprobs_alignment_4742434 -           1.2e-141  482.7   5.5    1e-139  476.3   5.5   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Mus musculus]
XP_029336625.1       -          msaprobs_alignment_4742434 -           1.2e-141  482.7   5.5    1e-139  476.3   5.5   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 [Mus caroli]
XP_029336626.1       -          msaprobs_alignment_4742434 -           1.2e-141  482.7   5.5    1e-139  476.3   5.5   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 [Mus caroli]
XP_008255761.1       -          msaprobs_alignment_4742434 -           1.3e-141  482.7   4.8  7.6e-140  476.8   4.8   2.9   1   1   0   1   1   1   1 PREDICTED: hyaluronan synthase 3 isoform X1 [Oryctolagus cuniculus]
XP_017197671.1       -          msaprobs_alignment_4742434 -           1.3e-141  482.7   4.8  7.6e-140  476.8   4.8   2.9   1   1   0   1   1   1   1 PREDICTED: hyaluronan synthase 3 isoform X1 [Oryctolagus cuniculus]
XP_035298544.1       -          msaprobs_alignment_4742434 -           1.3e-141  482.6   7.4  9.5e-140  476.5   7.4   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 [Cricetulus griseus]
XP_036689922.1       -          msaprobs_alignment_4742434 -           1.6e-141  482.3   4.4  1.7e-139  475.7   4.4   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Balaenoptera musculus]
XP_036689923.1       -          msaprobs_alignment_4742434 -           1.6e-141  482.3   4.4  1.7e-139  475.7   4.4   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Balaenoptera musculus]
XP_036689924.1       -          msaprobs_alignment_4742434 -           1.6e-141  482.3   4.4  1.7e-139  475.7   4.4   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Balaenoptera musculus]
XP_036689925.1       -          msaprobs_alignment_4742434 -           1.6e-141  482.3   4.4  1.7e-139  475.7   4.4   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Balaenoptera musculus]
XP_018114998.2       -          msaprobs_alignment_4742434 -           1.6e-141  482.3   5.7  1.4e-108  373.5  10.8   3.3   1   1   0   2   2   2   2 hyaluronan synthase 3 isoform X2 [Xenopus laevis]
XP_007110834.1       -          msaprobs_alignment_4742434 -           1.6e-141  482.3   4.7  1.7e-139  475.6   4.7   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Physeter catodon]
XP_028333503.1       -          msaprobs_alignment_4742434 -           1.6e-141  482.3   4.7  1.7e-139  475.6   4.7   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Physeter catodon]
NP_001076178.1       -          msaprobs_alignment_4742434 -           1.7e-141  482.2   5.6    1e-139  476.4   5.6   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 [Oryctolagus cuniculus]
XP_043946509.1       -          msaprobs_alignment_4742434 -           1.7e-141  482.2  23.4  2.9e-140  478.2  23.4   2.6   1   1   0   1   1   1   1 hyaluronan synthase 2-like [Protopterus annectens]
XP_038223855.1       -          msaprobs_alignment_4742434 -             2e-141  482.0   6.9  4.5e-140  477.5   6.9   2.7   1   1   0   1   1   1   1 hyaluronan synthase 3 [Dermochelys coriacea]
XP_038223858.1       -          msaprobs_alignment_4742434 -             2e-141  482.0   6.9  4.5e-140  477.5   6.9   2.7   1   1   0   1   1   1   1 hyaluronan synthase 3 [Dermochelys coriacea]
XP_043351238.1       -          msaprobs_alignment_4742434 -             2e-141  482.0   6.9  4.5e-140  477.5   6.9   2.7   1   1   0   1   1   1   1 hyaluronan synthase 3 [Dermochelys coriacea]
XP_002826626.1       -          msaprobs_alignment_4742434 -           2.1e-141  481.9   5.2    3e-139  474.8   5.2   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Pongo abelii]
XP_024089037.1       -          msaprobs_alignment_4742434 -           2.1e-141  481.9   5.2    3e-139  474.8   5.2   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Pongo abelii]
XP_024089039.1       -          msaprobs_alignment_4742434 -           2.1e-141  481.9   5.2    3e-139  474.8   5.2   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Pongo abelii]
XP_023101474.2       -          msaprobs_alignment_4742434 -           2.1e-141  481.9   5.2    3e-139  474.8   5.2   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Felis catus]
XP_044903126.1       -          msaprobs_alignment_4742434 -           2.1e-141  481.9   5.2    3e-139  474.8   5.2   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Felis catus]
XP_026634309.1       -          msaprobs_alignment_4742434 -           2.3e-141  481.8   6.9  1.9e-139  475.5   6.9   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 [Microtus ochrogaster]
XP_027474531.2       -          msaprobs_alignment_4742434 -           2.5e-141  481.7   3.4  3.4e-139  474.6   3.4   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Zalophus californianus]
XP_027474532.2       -          msaprobs_alignment_4742434 -           2.5e-141  481.7   3.4  3.4e-139  474.6   3.4   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Zalophus californianus]
XP_027474533.2       -          msaprobs_alignment_4742434 -           2.5e-141  481.7   3.4  3.4e-139  474.6   3.4   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Zalophus californianus]
XP_035137701.1       -          msaprobs_alignment_4742434 -           2.5e-141  481.7   5.0  3.7e-139  474.5   5.0   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X12 [Callithrix jacchus]
XP_030650655.1       -          msaprobs_alignment_4742434 -           2.6e-141  481.6   4.6  5.4e-139  474.0   4.6   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X2 [Nomascus leucogenys]
XP_004087341.1       -          msaprobs_alignment_4742434 -           2.7e-141  481.6   4.6  5.3e-139  474.0   4.6   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Nomascus leucogenys]
XP_030650629.1       -          msaprobs_alignment_4742434 -           2.7e-141  481.6   4.6  5.3e-139  474.0   4.6   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Nomascus leucogenys]
XP_030650635.1       -          msaprobs_alignment_4742434 -           2.7e-141  481.6   4.6  5.3e-139  474.0   4.6   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Nomascus leucogenys]
NP_001186209.1       -          msaprobs_alignment_4742434 -           2.7e-141  481.6   4.7  3.9e-139  474.4   4.7   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform a [Homo sapiens]
NP_005320.2          -          msaprobs_alignment_4742434 -           2.7e-141  481.6   4.7  3.9e-139  474.4   4.7   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform a [Homo sapiens]
XP_001168498.2       -          msaprobs_alignment_4742434 -           2.7e-141  481.6   4.7  3.9e-139  474.4   4.7   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Pan troglodytes]
XP_005255978.1       -          msaprobs_alignment_4742434 -           2.7e-141  481.6   4.7  3.9e-139  474.4   4.7   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Homo sapiens]
XP_009429383.1       -          msaprobs_alignment_4742434 -           2.7e-141  481.6   4.7  3.9e-139  474.4   4.7   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Pan troglodytes]
XP_009429384.1       -          msaprobs_alignment_4742434 -           2.7e-141  481.6   4.7  3.9e-139  474.4   4.7   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Pan troglodytes]
XP_011521363.1       -          msaprobs_alignment_4742434 -           2.7e-141  481.6   4.7  3.9e-139  474.4   4.7   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Homo sapiens]
XP_018867521.1       -          msaprobs_alignment_4742434 -           2.7e-141  481.6   4.7  3.9e-139  474.4   4.7   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Gorilla gorilla gorilla]
XP_511060.2          -          msaprobs_alignment_4742434 -           2.7e-141  481.6   4.7  3.9e-139  474.4   4.7   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Pan troglodytes]
XP_038168182.1       -          msaprobs_alignment_4742434 -           2.7e-141  481.5   7.4  2.2e-139  475.2   7.4   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 [Arvicola amphibius]
XP_004584034.1       -          msaprobs_alignment_4742434 -           2.7e-141  481.5   5.3  2.4e-139  475.1   5.3   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Ochotona princeps]
XP_035137700.1       -          msaprobs_alignment_4742434 -           2.8e-141  481.5   4.8  3.7e-139  474.5   4.8   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X11 [Callithrix jacchus]
XP_008984389.1       -          msaprobs_alignment_4742434 -           3.1e-141  481.4   5.0  4.5e-139  474.2   5.0   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X13 [Callithrix jacchus]
XP_008984390.1       -          msaprobs_alignment_4742434 -           3.1e-141  481.4   5.0  4.5e-139  474.2   5.0   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X13 [Callithrix jacchus]
XP_017822294.1       -          msaprobs_alignment_4742434 -           3.1e-141  481.4   5.0  4.5e-139  474.2   5.0   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X13 [Callithrix jacchus]
XP_017822295.1       -          msaprobs_alignment_4742434 -           3.1e-141  481.4   5.0  4.5e-139  474.2   5.0   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X13 [Callithrix jacchus]
XP_035137702.1       -          msaprobs_alignment_4742434 -           3.1e-141  481.4   5.0  4.5e-139  474.2   5.0   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X13 [Callithrix jacchus]
XP_035137703.1       -          msaprobs_alignment_4742434 -           3.1e-141  481.4   5.0  4.5e-139  474.2   5.0   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X13 [Callithrix jacchus]
XP_035137704.1       -          msaprobs_alignment_4742434 -           3.1e-141  481.4   5.0  4.5e-139  474.2   5.0   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X13 [Callithrix jacchus]
XP_035137705.1       -          msaprobs_alignment_4742434 -           3.1e-141  481.4   5.0  4.5e-139  474.2   5.0   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X13 [Callithrix jacchus]
XP_035137706.1       -          msaprobs_alignment_4742434 -           3.5e-141  481.2   5.1  4.4e-139  474.3   5.1   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X14 [Callithrix jacchus]
XP_023492961.1       -          msaprobs_alignment_4742434 -           3.9e-141  481.0   4.8  7.9e-139  473.4   4.8   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Equus caballus]
XP_023492962.1       -          msaprobs_alignment_4742434 -           3.9e-141  481.0   4.8  7.9e-139  473.4   4.8   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Equus caballus]
XP_032180871.1       -          msaprobs_alignment_4742434 -           4.2e-141  480.9   4.7  1.1e-138  472.9   4.7   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Mustela erminea]
XP_032180872.1       -          msaprobs_alignment_4742434 -           4.3e-141  480.9   4.5  1.2e-138  472.8   4.5   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X2 [Mustela erminea]
XP_032180874.1       -          msaprobs_alignment_4742434 -           4.3e-141  480.9   4.5  1.2e-138  472.8   4.5   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X2 [Mustela erminea]
XP_032180875.1       -          msaprobs_alignment_4742434 -           4.3e-141  480.9   4.5  1.2e-138  472.8   4.5   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X2 [Mustela erminea]
XP_044111779.1       -          msaprobs_alignment_4742434 -           4.3e-141  480.9   4.5  1.2e-138  472.8   4.5   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Neovison vison]
XP_044111780.1       -          msaprobs_alignment_4742434 -           4.3e-141  480.9   4.5  1.2e-138  472.8   4.5   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Neovison vison]
XP_044111781.1       -          msaprobs_alignment_4742434 -           4.3e-141  480.9   4.5  1.2e-138  472.8   4.5   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Neovison vison]
XP_005592427.1       -          msaprobs_alignment_4742434 -           4.4e-141  480.9   5.1  8.1e-139  473.4   5.1   3.0   1   1   0   1   1   1   1 PREDICTED: hyaluronan synthase 3 [Macaca fascicularis]
XP_015298584.1       -          msaprobs_alignment_4742434 -           4.4e-141  480.9   5.1  8.1e-139  473.4   5.1   3.0   1   1   0   1   1   1   1 PREDICTED: hyaluronan synthase 3 [Macaca fascicularis]
XP_015298585.1       -          msaprobs_alignment_4742434 -           4.4e-141  480.9   5.1  8.1e-139  473.4   5.1   3.0   1   1   0   1   1   1   1 PREDICTED: hyaluronan synthase 3 [Macaca fascicularis]
XP_028696300.1       -          msaprobs_alignment_4742434 -           4.4e-141  480.9   5.1  8.1e-139  473.4   5.1   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Macaca mulatta]
XP_028696301.1       -          msaprobs_alignment_4742434 -           4.4e-141  480.9   5.1  8.1e-139  473.4   5.1   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Macaca mulatta]
XP_010353330.1       -          msaprobs_alignment_4742434 -           5.1e-141  480.7   5.2    1e-138  473.1   5.2   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Rhinopithecus roxellana]
XP_023066047.1       -          msaprobs_alignment_4742434 -           5.1e-141  480.7   5.2    1e-138  473.1   5.2   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Piliocolobus tephrosceles]
XP_030781390.1       -          msaprobs_alignment_4742434 -           5.1e-141  480.7   5.2    1e-138  473.1   5.2   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Rhinopithecus roxellana]
XP_030781391.1       -          msaprobs_alignment_4742434 -           5.1e-141  480.7   5.2    1e-138  473.1   5.2   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Rhinopithecus roxellana]
XP_021787793.2       -          msaprobs_alignment_4742434 -           5.3e-141  480.6   5.4  7.9e-139  473.4   5.4   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 [Papio anubis]
XP_044617754.1       -          msaprobs_alignment_4742434 -           6.1e-141  480.4   5.9  1.2e-138  472.8   5.9   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X2 [Equus asinus]
XP_044617755.1       -          msaprobs_alignment_4742434 -           6.1e-141  480.4   5.9  1.2e-138  472.8   5.9   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X2 [Equus asinus]
XP_014683162.1       -          msaprobs_alignment_4742434 -           6.3e-141  480.3   6.3  1.2e-138  472.8   6.3   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Equus asinus]
XP_034494445.1       -          msaprobs_alignment_4742434 -           6.4e-141  480.3   5.7  3.3e-139  474.7   5.1   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X6 [Ailuropoda melanoleuca]
XP_034494446.1       -          msaprobs_alignment_4742434 -           6.4e-141  480.3   5.7  3.3e-139  474.7   5.1   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X6 [Ailuropoda melanoleuca]
XP_002761148.2       -          msaprobs_alignment_4742434 -             7e-141  480.2   5.1  8.2e-139  473.4   5.1   2.9   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X10 [Callithrix jacchus]
XP_044048285.1       -          msaprobs_alignment_4742434 -           7.3e-141  480.1  10.5  1.8e-138  472.2  10.5   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Siniperca chuatsi]
XP_044048286.1       -          msaprobs_alignment_4742434 -           7.3e-141  480.1  10.5  1.8e-138  472.2  10.5   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Siniperca chuatsi]
XP_025225298.1       -          msaprobs_alignment_4742434 -           7.4e-141  480.1   4.6  1.5e-138  472.5   4.6   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Theropithecus gelada]
XP_025225299.1       -          msaprobs_alignment_4742434 -           7.4e-141  480.1   4.6  1.5e-138  472.5   4.6   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Theropithecus gelada]
XP_025225300.1       -          msaprobs_alignment_4742434 -           7.4e-141  480.1   4.6  1.5e-138  472.5   4.6   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X1 [Theropithecus gelada]
XP_044048287.1       -          msaprobs_alignment_4742434 -           7.8e-141  480.0  10.2  1.9e-138  472.1  10.2   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X2 [Siniperca chuatsi]
XP_044048288.1       -          msaprobs_alignment_4742434 -           7.8e-141  480.0  10.2  1.9e-138  472.1  10.2   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X2 [Siniperca chuatsi]
XP_044048289.1       -          msaprobs_alignment_4742434 -           7.8e-141  480.0  10.2  1.9e-138  472.1  10.2   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X2 [Siniperca chuatsi]
XP_044048290.1       -          msaprobs_alignment_4742434 -           7.8e-141  480.0  10.2  1.9e-138  472.1  10.2   3.0   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X2 [Siniperca chuatsi]
XP_041966289.1       -          msaprobs_alignment_4742434 -           8.2e-141  480.0   7.2  4.7e-111  381.6  12.1   3.0   2   1   0   2   2   2   2 hyaluronan synthase 3 isoform X3 [Alosa sapidissima]
XP_019791179.1       -          msaprobs_alignment_4742434 -           8.6e-141  479.9   5.2    3e-139  474.8   4.8   2.8   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X5 [Tursiops truncatus]
XP_019791180.1       -          msaprobs_alignment_4742434 -           8.6e-141  479.9   5.2    3e-139  474.8   4.8   2.8   1   1   0   1   1   1   1 hyaluronan synthase 3 isoform X5 [Tursiops truncatus]
